19329;1655;sc;Čiré sklo;0,5;41;3300 GFA DUO SV
19330;1655;ko;Kovy;1;61;1100 mini H SV
7219;1656;nk;Nápojové kartóny;1;11;240 normální HV
7220;1656;p;Papír;1;12;1100 normální HV
7221;1656;sb;Barevné sklo;1;41;1500 M 1,5 SV
7222;1656;u;Plast;1;13;1100 normální HV
19877;1656;e;Elektrozařízení;1;41;2150 MEVA SV
20281;1656;ko;Kovy;1;61;1100 mini H SV
7223;1657;sc;Čiré sklo;0,5;21;3300 GFA DUO SV
7224;1657;nk;Nápojové kartóny;1;21;1100 normální HV
7225;1657;p;Papír;1;14;1100 normální HV
7226;1657;sb;Barevné sklo;0,5;21;3300 GFA DUO SV
7227;1657;u;Plast;1;14;1100 normální HV
19878;1657;e;Elektrozařízení;1;41;2150 MEVA SV
7228;1658;sc;Čiré sklo;0,5;41;3300 GFA DUO SV
7229;1658;nk;Nápojové kartóny;1;21;1100 normální HV
7230;1658;p;Papír;1;13;1100 normální HV
7231;1658;sb;Barevné sklo;0,5;41;3300 GFA DUO SV
7232;1658;u;Plast;1;13;1100 normální HV
20243;1658;ko;Kovy;1;61;1100 mini H SV
7233;1659;nk;Nápojové kartóny;1;21;1100 normální HV
7234;1659;p;Papír;1;14;1100 normální HV
7235;1659;sb;Barevné sklo;0,5;31;3300 GFA DUO SV
7236;1659;u;Plast;1;15;1100 normální HV
20273;1659;sc;Čiré sklo;0,5;31;3300 GFA DUO SV
20274;1659;ko;Kovy;1;61;1100 mini H SV
7241;1661;nk;Nápojové kartóny;1;11;240 normální HV
7242;1661;p;Papír;2;14;1100 normální HV
7243;1661;sb;Barevné sklo;1;41;1500 M 1,5 SV
7244;1661;u;Plast;2;13;1100 normální HV
19879;1661;e;Elektrozařízení;1;41;2150 MEVA SV
7245;1662;sc;Čiré sklo;0,5;31;3300 GFA DUO SV
7246;1662;ko;Kovy;1;41;1100 mini H SV
7247;1662;nk;Nápojové kartóny;1;21;1100 normální HV
7248;1662;p;Papír;1;13;1100 normální HV
19364;1662;sb;Barevné sklo;0,5;31;3300 GFA DUO SV
19365;1662;u;Plast;1;13;1100 normální HV
7249;1663;ko;Kovy;1;61;1100 mini H SV
7250;1663;nk;Nápojové kartóny;1;21;1100 normální HV
7251;1663;p;Papír;1;13;1100 normální HV
7252;1663;sb;Barevné sklo;1;21;1500 M 1,5 SV
19356;1663;u;Plast;1;13;1100 normální HV
7253;1664;nk;Nápojové kartóny;1;21;1100 normální HV
7254;1664;p;Papír;2;12;1100 normální HV
7255;1664;sb;Barevné sklo;0,5;31;3300 GFA DUO SV
7256;1664;u;Plast;1;13;1100 normální HV
20244;1664;sc;Čiré sklo;0,5;31;3300 GFA DUO SV
20245;1664;ko;Kovy;1;61;1100 mini H SV
7257;1665;nk;Nápojové kartóny;2;11;240 normální HV
7258;1665;p;Papír;1;12;1100 normální HV
7259;1665;sb;Barevné sklo;1;21;1500 M 1,5 SV
7260;1665;u;Plast;1;13;1100 normální HV
7261;1666;nk;Nápojové kartóny;1;21;1100 normální HV
7262;1666;p;Papír;1;13;1100 normální HV
7263;1666;sb;Barevné sklo;0,5;31;3300 GFA DUO SV
7264;1666;u;Plast;1;13;1100 normální HV
19202;1666;sc;Čiré sklo;0,5;31;3300 GFA DUO SV
7265;1667;nk;Nápojové kartóny;1;21;1100 normální HV
7266;1667;p;Papír;1;13;1100 normální HV
7267;1667;sb;Barevné sklo;1;41;1500 M 1,5 SV
7268;1667;u;Plast;1;13;1100 normální HV
7274;1669;sc;Čiré sklo;0,5;41;3300 GFA DUO SV
7275;1669;ko;Kovy;1;61;1100 mini H SV
7276;1669;nk;Nápojové kartóny;1;21;1100 normální HV
7277;1669;p;Papír;1;13;1100 normální HV
20284;1669;sb;Barevné sklo;0,5;41;3300 GFA DUO SV
20285;1669;u;Plast;1;13;1100 normální HV
7278;1670;nk;Nápojové kartóny;1;11;240 normální HV
7279;1670;p;Papír;1;13;1100 normální HV
7280;1670;sb;Barevné sklo;1;41;1500 M 1,5 SV
7281;1670;u;Plast;1;12;1100 normální HV
7282;1671;nk;Nápojové kartóny;1;21;1100 normální HV
7283;1671;p;Papír;1;12;1100 normální HV
7284;1671;sb;Barevné sklo;1;41;1500 M 1,5 SV
7285;1671;u;Plast;1;12;1100 normální HV
19880;1671;e;Elektrozařízení;1;41;2150 MEVA SV
20286;1671;ko;Kovy;1;61;1100 mini H SV
7286;1672;nk;Nápojové kartóny;1;21;1100 normální HV
7287;1672;p;Papír;1;13;1100 normální HV
7288;1672;sb;Barevné sklo;0,5;41;3300 GFA DUO SV
7289;1672;u;Plast;1;14;1100 normální HV
19331;1672;sc;Čiré sklo;0,5;41;3300 GFA DUO SV
19332;1672;ko;Kovy;1;61;1100 mini H SV
7290;1673;nk;Nápojové kartóny;1;11;240 normální HV
7291;1673;p;Papír;1;12;1100 normální HV
7292;1673;sb;Barevné sklo;1;41;1500 M 1,5 SV
7293;1673;u;Plast;1;12;1100 normální HV
7294;1674;nk;Nápojové kartóny;1;11;240 normální HV
7295;1674;p;Papír;1;12;1100 normální HV
7296;1674;sb;Barevné sklo;1;41;1500 M 1,5 SV
7297;1674;u;Plast;1;12;1100 normální HV
7298;1675;nk;Nápojové kartóny;1;21;1100 normální HV
7299;1675;p;Papír;1;13;1100 normální HV
7300;1675;sb;Barevné sklo;0,5;41;3300 GFA DUO SV
7301;1675;u;Plast;1;13;1100 normální HV
19771;1675;sc;Čiré sklo;0,5;41;3300 GFA DUO SV
19772;1675;ko;Kovy;1;61;1100 mini H SV
7302;1676;nk;Nápojové kartóny;1;11;240 normální HV
7303;1676;p;Papír;1;12;1100 normální HV
7304;1676;sb;Barevné sklo;1;41;1500 M 1,5 SV
7305;1676;u;Plast;1;12;1100 normální HV
7306;1677;nk;Nápojové kartóny;1;11;240 normální HV
7307;1677;p;Papír;1;13;1100 normální HV
7308;1677;sb;Barevné sklo;1;41;1500 M 1,5 SV
7309;1677;u;Plast;1;13;1100 normální HV
